::1	-	-	[05/Mar/2023:06:18:24	+0000]	GET / HTTP/1.1	302	-	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:19:27	+0000]	GET /favicon.ico HTTP/1.1	200	30894	http://localhost/index	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:45	+0000]	GET /Ecommerce%20Site%20PHP HTTP/1.1	301	348	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:45	+0000]	GET /Ecommerce%20Site%20PHP/ HTTP/1.1	200	1236	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:45	+0000]	GET /icons/back.gif HTTP/1.1	200	216	http://localhost/Ecommerce%20Site%20PHP/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:45	+0000]	GET /icons/folder.gif HTTP/1.1	200	225	http://localhost/Ecommerce%20Site%20PHP/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:45	+0000]	GET /icons/blank.gif HTTP/1.1	200	148	http://localhost/Ecommerce%20Site%20PHP/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:45	+0000]	GET /icons/text.gif HTTP/1.1	200	229	http://localhost/Ecommerce%20Site%20PHP/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:50	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/ HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:50	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/dist/css/AdminLTE.min.css HTTP/1.1	200	106344	http://localhost/Ecommerce%20Site%20PHP/ecommerce/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:50	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1	200	31000	http://localhost/Ecommerce%20Site%20PHP/ecommerce/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:50	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1	200	121200	http://localhost/Ecommerce%20Site%20PHP/ecommerce/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:50	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/dist/css/skins/_all-skins.min.css HTTP/1.1	200	41587	http://localhost/Ecommerce%20Site%20PHP/ecommerce/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:50	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/datatables.net-bs/css/dataTables.bootstrap.min.css HTTP/1.1	200	4188	http://localhost/Ecommerce%20Site%20PHP/ecommerce/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:31:50	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/magnify/magnify.min.css HTTP/1.1	200	986	http://localhost/Ecommerce%20Site%20PHP/ecommerce/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:32:00	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:32:03	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/index.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:32:11	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/index.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:32:17	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/index.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:32:44	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/index.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:35:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/index.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:36:08	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce HTTP/1.1	301	358	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:36:08	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/ HTTP/1.1	200	4451	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:36:16	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/index.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:36:30	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/ HTTP/1.1	200	4451	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:36:35	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/index.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:36:36	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/index.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:36:39	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/index.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:36:42	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/ HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:36:57	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/ HTTP/1.1	200	4451	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:35	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/login HTTP/1.1	404	296	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/login.php HTTP/1.1	200	6341	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1	200	37045	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/jquery/dist/jquery.min.js HTTP/1.1	200	86659	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/datatables.net-bs/js/dataTables.bootstrap.min.js HTTP/1.1	200	1966	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/datatables.net/js/jquery.dataTables.min.js HTTP/1.1	200	81906	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/jquery-slimscroll/jquery.slimscroll.min.js HTTP/1.1	200	4724	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/fastclick/lib/fastclick.js HTTP/1.1	200	25965	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/dist/js/adminlte.min.js HTTP/1.1	200	14422	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/magnify/magnify.min.js HTTP/1.1	200	3759	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/ckeditor/ckeditor.js HTTP/1.1	200	563686	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1	200	18028	http://localhost/Ecommerce%20Site%20PHP/ecommerce/bower_components/bootstrap/dist/css/bootstrap.min.css	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/bower_components/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1	200	77160	http://localhost/Ecommerce%20Site%20PHP/ecommerce/bower_components/font-awesome/css/font-awesome.min.css	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:37:56	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/cart_fetch.php HTTP/1.1	200	107	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:38:04	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/password_forgot.php HTTP/1.1	200	6004	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:38:04	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/cart_fetch.php HTTP/1.1	200	107	http://localhost/Ecommerce%20Site%20PHP/ecommerce/password_forgot.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:38:07	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/index.php HTTP/1.1	200	4451	http://localhost/Ecommerce%20Site%20PHP/ecommerce/password_forgot.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:38:34	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/register.php HTTP/1.1	302	-	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:38:34	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/signup.php HTTP/1.1	200	7429	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:38:34	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/cart_fetch.php HTTP/1.1	200	107	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:39:37	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/register.php HTTP/1.1	302	-	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:39:37	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/signup.php HTTP/1.1	200	7465	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:39:38	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/cart_fetch.php HTTP/1.1	200	107	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:40:06	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/register.php HTTP/1.1	302	-	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:40:06	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/signup.php HTTP/1.1	200	7465	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:40:06	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/cart_fetch.php HTTP/1.1	200	107	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:40:28	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/register.php HTTP/1.1	302	-	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:40:28	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/signup.php HTTP/1.1	200	7465	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:40:28	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/cart_fetch.php HTTP/1.1	200	107	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:40:31	+0000]	GET /Ecommerce%20Site%20PHP/ecommerce/login.php HTTP/1.1	200	6341	http://localhost/Ecommerce%20Site%20PHP/ecommerce/signup.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:40:31	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/cart_fetch.php HTTP/1.1	200	107	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:06:40:52	+0000]	POST /Ecommerce%20Site%20PHP/ecommerce/verify.php HTTP/1.1	200	356	http://localhost/Ecommerce%20Site%20PHP/ecommerce/login.php	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:12:16:33	+0000]	GET /phpmyadmin/ HTTP/1.1	200	17082	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:12:16:13	+0000]	GET /phpmyadmin/ HTTP/1.1	200	16930	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:12:16:54	+0000]	GET /phpmyadmin/themes/pmahomme/jquery/jquery-ui.css HTTP/1.1	200	36566	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
::1	-	-	[05/Mar/2023:12:16:54	+0000]	GET /phpmyadmin/js/vendor/codemirror/lib/codemirror.css?v=5.2.0 HTTP/1.1	200	8720	-	"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63"
